|node|,|area|,|name|,|grade|,|stars|,|latitude|,|longitude|,|tags|
|2284|,|Spittle Hill|,|Sloper Madness|,|V7|,|1|,|-43.231522653191|,|171.715718507770|,|[IV,2000,Slopers]|,|Slopey rockover on sloping arete on slopey boulder.|
|2285|,|Flock Hill|,|Psychic Tea lady|,|V7|,|2|,|-43.183963418800|,|171.748613119000|,|[IV,2001,Mantle,Slopers,Mono]|,|Climb the water runnel to slopers|
|2286|,|Flock Hill|,|Tunnel Vision|,|V1?|,|2|,|-43.184960848300|,|171.748377085000|,|[Project,Mantle,Slopers,Traverse]|,|Tunnel out|
|2287|,|Flock Hill|,|Lone Undercling|,|V1?|,|1|,|-43.183495990400|,|171.748975217000|,|[Project,Slopers,Undercling]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2288|,|Flock Hill|,|Crozzle Crimp to Crack|,|V1?|,|0|,|-43.183668098400|,|171.746507585000|,|[Project,Crimpers,Crack]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2289|,|Flock Hill|,|Sloper Rail|,|V?|,|1|,|-43.183736550300|,|171.746580005000|,|[Project,Slopers,Rockover]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2290|,|Flock Hill|,|Limestone Orgasm Sit|,|V10|,|2|,|-43.183857800000|,|171.746362700000|,|[JW,2015,Compression,power,Morpho,Mega]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2291|,|Dry Valley|,|Aristocrat|,|V8|,|2|,|-43.194105147900|,|171.753449142000|,|[ZO,JM,CT,RW,2012,Edges]|,|Cool off-balance moves|
|2292|,|Wuthering Heights|,|Pai Mai|,|V6|,|0|,|-43.221404700000|,|171.713403800000|,|[DT,2008,Slab,Campus]|,|Left of Ancient Arts Arete. Campus through some holds, rock over and apply your feet to the grubby slab up and left.|
|2293|,|Quantum Field|,|Half Pad mono|,|V1?|,|2|,|-43.229017300000|,|171.716445400000|,|[Project,Slopers,Mono,Edges,Snow]|,|Crank off the edge to half pad mono then jump to sloper and hand speed to hold swing. Has a steep grass landing, needs lots of pads or snow.|
|2294|,|Quantum Field|,|Dynamical Astronomy|,|V1?|,|2|,|-43.229701300000|,|171.715023800000|,|[Project,Slopers,Sidepull]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2295|,|Spittle Hill|,|Summer Lovin'|,|V5|,|1|,|-43.232372700000|,|171.717938000000|,|[PS,2012]|,|Start at obvious side pull, up to good crimp high push to sloper and top out.|
|2296|,|Spittle Hill|,|Let there be malt|,|V5|,|2|,|-43.231335000000|,|171.715844600000|,|[John McCallum,1988,Pockets,Highball,Slab]|,|Mount the slab using a pair of heinous pockets and dance your way to a sloped top-out|
|2297|,|Flock Hill|,|Snuffleupagus|,|V8|,|1|,|-43.185704000000|,|171.747754800000|,|[ZO,JM,DT,2011,Compression,Midgets]|,|Sit start the tear drop shape feature|
|2299|,|Flock Hill|,|The Quivering Palm|,|V8|,|0|,|-43.186824600000|,|171.746818700000|,|[PA,2011,Slopers,power,Undercling,ninja]|,|Start R hand on the undercling, L hand on the bad sloper. Karate kick your heel on and bust a big move to the lip.|
|2300|,|Quantum Field|,|Snow White|,|V5|,|1|,|-43.229797000000|,|171.714042100000|,|[Mantle,Slopers]|,|Start on the mediocre sloper and smeary feet, move up to another sloper and top out with an easy mantle.|
|2301|,|Flock Hill|,|My Undercling is Better Than Yours|,|V7|,|1|,|-43.183558575200|,|171.749002039000|,|[DT,JM,2012,Slopers,Undercling]|,|Undercling left hand, sloper sidepull for the right.|
|2302|,|Flock Hill|,|Dub Step|,|V6|,|1|,|-43.184882619100|,|171.746867001000|,|[DT,ZO,2012,Rockover,Jugs]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2303|,|Wuthering Heights|,|The Massacre at Two Pines|,|V9|,|1|,|-43.218590103400|,|171.715831161000|,|[DT,2012,Compression,Prow]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2304|,|Flock Hill|,|Iron Curtain|,|V1?|,|3|,|-43.185641400000|,|171.747264000000|,|[Project]|,|Ohhhh shit!|
|2305|,|Flock Hill|,|Sonic Boom|,|V9|,|2|,|-43.185987600000|,|171.746580000000|,|[DT,JM,2012,Slopers]|,|Powerful pull to sloper, continue up arete and pull over|
|2306|,|Flock Hill|,|Double Dragon|,|V1?|,|2|,|-43.186183166100|,|171.747862101000|,|[Project,Dyno,Compression,Prow,Slopers,Driveby]|,|Rad drive-by to sloper then up over the bulge.|
|2307|,|Quantum Field|,|Learning Curve|,|V5|,|0|,|-43.228633200000|,|171.714907100000|,|[Slopers]|,|Start in the hueco and wrestle with the featureless topout|
|2308|,|Quantum Field|,|Henry Moore|,|V2|,|1|,|-43.228033300000|,|171.715580400000|,|[Morpho,Jugs]|,|Start from the obvious jugs and reach to a hold that is probably further away than you would like|
|2309|,|Gorge Hill|,|Compression Choss Prow|,|V9|,|1|,|-43.202485567400|,|171.749074459000|,|[DT,2012,Compression,Steep,Span,Pinch]|,|Steep chossy prow with rad moves.|
|2310|,|Gorge Hill|,|Winter Sun Cave|,|V8|,|2|,|-43.200940966200|,|171.748025715000|,|[DT,2012,Compression,pojo,Sitstart]|,|At the moment finish on the big hold out left. Might be possible to top out?|
|2311|,|Gorge Hill|,|One Trick Pony|,|V10|,|3|,|-43.200866668000|,|171.746891141000|,|[PA,2012,Dyno,Undercling]|,|Get on it Dynoers!|
|2312|,|Gorge Hill|,|Arete Project|,|V1?|,|2|,|-43.200901861900|,|171.746869683000|,|[Project,Sitstart]|,|Hard sit start move in sharp stand and cool finish|
|2313|,|Gorge Hill|,|Classic Diamond project|,|V1?|,|3|,|-43.201488424300|,|171.748524606000|,|[Project,Slopers,Arete]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2314|,|Quantum Field|,|Sunday School|,|V5|,|0|,|-43.228167138000|,|171.714921892000|,|[Mantle,Slopers]|,|Mount the left side of the ledge|
|2315|,|Quantum Field|,|Growler|,|V6|,|0|,|-43.229673900000|,|171.714492700000|,|[Mantle]|,|Sloping bulge|
|2317|,|Quantum Field|,|Lung Dyno|,|V4|,|0|,|-43.230017900000|,|171.714634900000|,|[Dyno,Jugs]|,|Find a way to the obvious jug and jump to a hidden hold over the lip|
|2318|,|Quantum Field|,|Lung Arete|,|V3|,|0|,|-43.230016900000|,|171.714673800000|,|[Slab]|,|Funky footwork up the arete|
|2319|,|Quantum Field|,|Beautiful Layback|,|V3|,|2|,|-43.229865400000|,|171.714817300000|,|[Layback]|,|Layback the huge flake|
|2320|,|Flock Hill|,|Tunnel Vision Stand|,|V10|,|2|,|-43.184982400000|,|171.748336900000|,|[DT,2012,Mantle,Slopers]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2321|,|Flock Hill|,|Ninja Assassin|,|V10|,|1|,|-43.185003874300|,|171.746067703000|,|[DT,2012,Slopers,Crimpers,Sitstart,Friendly]|,|Sit start on the small wall with obvious angling rail. First move goes left to tiny thumb nubbin, heel up and prop to slopey crimp and then pounce over with left hand. Off balance.|
|2322|,|Flock Hill|,|That Arete|,|V6|,|2|,|-43.183941905500|,|171.747419536000|,|[DT,2012,Arete,Sitstartisproject]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2323|,|Flock Hill|,|Princess Bride|,|V6|,|2|,|-43.186168200000|,|171.746614900000|,|[RM,2011,Highball,Smears,Doom]|,|Start as for Prince tui teka tend left at the jug and head up slab to finish.|
|2324|,|Flock Hill|,|The Grand Reverse|,|V8|,|2|,|-43.183673965700|,|171.747060120000|,|[DT,2012,Crimpers,Traverse,Sitstart,Scoop]|,|Sit start at the exit to The Great Escape and reverse the traverse back in to the cave. Continue past the start of that and climb hanging scoop.|
|2325|,|Flock Hill|,|Party Trick|,|V6|,|1|,|-43.185528000000|,|171.747143300000|,|[DT,2012,Sitstart,Jugs]|,|Sit start on huge jug with bad feet and climb up the bad slopers to top. I may have done this years ago, memory is not so good!|
|2326|,|Flock Hill|,|X|,|V7|,|2|,|-43.183208490800|,|171.747164726000|,|[DT,2009,Slopers,Midgets,Sitstart,Span]|,|Sit start on little hanging prow and go right to finish on the V4 with span to big jug gaston.|
|2327|,|Flock Hill|,|That face with that hold|,|V6|,|0|,|-43.183163507700|,|171.747135222000|,|[DT,2009,Slopers,Face]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2328|,|Quantum Field|,|Right Wing|,|V4|,|2|,|-43.228353000000|,|171.715694000000|,|[Slab]|,|Balance up the face with pockets tending right.|
|2329|,|Quantum Field|,|Left Wing|,|V3|,|2|,|-43.228335000000|,|171.715681000000|,|[Slab]|,|Start with a smeary bridge to an undercling and pocket. Pop left to the large sidepull and follow it to the top.|
|2330|,|Quantum Field|,|Snail|,|V4|,|0|,|-43.227927100000|,|171.715468300000|,|[Mantle,Smears]|,|Press yourself into the really wide groove and palm your way up.|
|2331|,|Quantum Field|,|Mirage|,|V5|,|0|,|-43.228491600000|,|171.715586300000|,|[Slopers,Pockets]|,|Start on polished feet and vertical rail. Gain the pocket, and top out through some slopers.|
|2332|,|Quantum Field|,|The Opera House|,|V5|,|0|,|-43.230420000000|,|171.714152000000|,||,|Tricky start leading to a tricky rock over|
|2334|,|Quantum Field|,|Hoger Vanster|,|V6|,|0|,|-43.228466000000|,|171.714812000000|,|[SH,Dyno,Span]|,|Start in the jug to the left of Vlad the Impaler and crank right into the big hole. Top out through Vlad.|
|2335|,|Quantum Field|,|Bastard|,|V4|,|0|,|-43.228864500000|,|171.715618500000|,|[Slopers,Groove]|,|Crawl up a slopey groove. The name says it.|
|2336|,|Quantum Field|,|The Test Tube|,|V5|,|2|,|-43.230236900000|,|171.714564900000|,|[Groove]|,|Press your way up the shallow slopey groove.|
|2337|,|Flock Hill|,|From Dusk Till Dawn|,|V9|,|2|,|-43.183959507300|,|171.747384667000|,|[DT,2013,Compression,Slopers,Sitstart,Friendly]|,|Sit start to the right of the slab problem. Hard first move and tricky feet for the next moves.|
|2338|,|Quantum Field|,|Concentrate|,|V8|,|1|,|-43.228376300000|,|171.714216500000|,|[DT,2002,Crimpers]|,|Pull on with small gaston crimp for left and slopey crimp for right.|
|2339|,|Quantum Field|,|Turn|,|V5|,|1|,|-43.228399700000|,|171.714197700000|,|[Mantle,Slopers]|,|Sloper pockets to mantle|
|2340|,|Spittle Hill|,|Flashpoint|,|V7|,|1|,|-43.231793300000|,|171.714731500000|,|[MP]|,|Big lat move left using very slopey edge.|
|2342|,|Quantum Field|,|The Savage|,|V5|,|0|,|-43.228037279800|,|171.716041714000|,|[Slopers,Crimpers]|,|Crimps to slopers on blunt arete|
|2343|,|Quantum Field|,|Zig Zag|,|V3|,|3|,|-43.227471400000|,|171.714854800000|,|[Slab]|,|Gain slopey ledge and totter right and up|
|2344|,|Quantum Field|,|Sidewalk|,|V4|,|2|,|-43.229697400000|,|171.714221800000|,|[Mantle,Slopers]|,|Press your way out of the scoop|
|2346|,|Quantum Field|,|Right of one move boulder|,|V5|,|0|,|-43.229842000000|,|171.714476600000|,|[Pockets,Polished]|,|Find a way up the super polished start to some friction up and left.|
|2347|,|Quantum Field|,|Lorax|,|V6|,|0|,|-43.227365900000|,|171.715318900000|,|[Slab]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2348|,|Quantum Field|,|Smear Right|,|V6|,|0|,|-43.228532600000|,|171.714071600000|,|[Slab]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2349|,|Quantum Field|,|Scrabble|,|V6|,|0|,|-43.228468200000|,|171.715594300000|,|[PA,2013,Slopers,Pockets,Sitstart]|,|Sit start in the groove to the right of Mirage, then join this problem.|
|2350|,|Quantum Field|,|Right Headlight|,|V4|,|2|,|-43.227598000000|,|171.716601300000|,|[Pockets,Highball,Undercling,Jugs]|,|Juggy Start. Stay calm on the top.|
|2351|,|Quantum Field|,|Shaft|,|V1|,|3|,|-43.227508100000|,|171.716579900000|,|[unkown,unknown,chimney]|,|Sweet chimneying! Just chimney on, even on the top!|
|2352|,|Flock Hill|,|Factor of Adhesion|,|V6|,|2|,|-43.181943085300|,|171.748344898000|,|[DT,2008,Dyno,Compression,Slopers]|,|Start under the small roof, lunge out to the sloper on the lip. Gain the jug and enjoy the top out.|
|2353|,|Wuthering Heights|,|Grippy slopers|,|V2|,|1|,|-43.221221000000|,|171.713626400000|,|[Mantle,Slopers]|,|Large hole to slopers to mantle.  On boulder facing away from Ronin and Origami|
|2355|,|Flock Hill|,|Easy Dyno|,|V3|,|0|,|-43.184646000000|,|171.748127600000|,||,|Smear your feet and launch for the jug on the lip. No dabbing.|
|2356|,|Flock Hill|,|Second Hand|,|V3|,|2|,|-43.184262649395|,|171.748778074980|,||,|Start on the obvious slopey rail and make your way to the lip for an easy mantle.|
|2357|,|Gorge Hill|,|Paper Road|,|V5|,|2|,|-43.207367422900|,|171.745426655000|,|[PJ,2013,Slopers,Arete]|,g
|2358|,|Gorge Hill|,|Trespassers|,|V6|,|2|,|-43.207353737900|,|171.745445430000|,|[SD,2013,Slopers]|,|Start low on the big jug and make your way onto the slab via a series of slopey edges.|
|2359|,|Flock Hill|,|First World Problem|,|V4|,|2|,|-43.185496715500|,|171.747140586000|,|[FM,2013,Mantle,Slopers,Traverse,Heels,Friendly]|,|Easy traversing on good slopers, rock-round mantle to top out.|
|2360|,|Flock Hill|,|Easy Does It|,|V0|,|2|,|-43.186159697900|,|171.746306419000|,|[Compression,Prow,Steep,Sitstart,Jugs]|,g
|2361|,|Flock Hill|,|Dark Knight|,|V4|,|2|,|-43.185660995000|,|171.746083796000|,|[ES,2013,Sitstart,Undercling,Sidepull]|,|Sit start on best hold in the world, up to jugs, tricky "just stand up!" to top out.|
|2362|,|Flock Hill|,|Old Classic Lowball|,|V5|,|0|,|-43.185418500000|,|171.748251000000|,|[unknown,unknown,Slopers,lowball,stems]|,|Sit start on edges and move round to right on slopers to mantle top out|
|2363|,|Flock Hill|,|Crawfish Pie|,|V6|,|1|,|-43.184235268900|,|171.749125421000|,|[power,Pinch]|,|Powerful move to the pinch leads to a precarious topout|
|2364|,|Flock Hill|,|Fruit Jar|,|V5|,|0|,|-43.184252870600|,|171.749136150000|,|[Mantle,Scoop]|,|Mantle the vegetated scoop with the aid of runnels.  Then stand there looking at the blank top out and wonder why you tried this problem.|
|2365|,|Flock Hill|,|Falcon|,|V6|,|1|,|-43.185608190900|,|171.745947003000|,|[PA,2013,Dyno,Slopers,Morpho,Hopstart]|,|Pete hates climbing.|
|2366|,|Flock Hill|,|Boss Hog|,|V7|,|2|,|-43.186902900000|,|171.746797300000|,|[DT,2013,Slopers,Steep]|,g
|2367|,|Gorge Hill|,|Giant Steps|,|V1|,|1|,|-43.207312682600|,|171.745399833000|,|[YI,2013,Crimpers,Slab]|,|Nice crimps to topout|
|2368|,|Gorge Hill|,|Lazy Bird|,|V3|,|2|,|-43.207318547700|,|171.745394468000|,|[YI,2013,Traverse,sloper jugs]|,|Start at giant steps, traverse left and mantle|
|2369|,|Flock Hill|,|Jin|,|V8|,|1|,|-43.186850100000|,|171.746850900000|,|[PA,2013,Crimpers,Roof]|,|Start at the back of the roof, left hand on slope, right hand on undercling crimp. No humping the bush.|
|2370|,|Flock Hill|,|Snorlax ss|,|V5|,|2|,|-43.184694868700|,|171.746842861000|,|[Crimpers,Pinch,Crack]|,|Very popular climb. Start on crimps, layback the crack, topout on pinches|
|2371|,|Flock Hill|,|Snorlax stand|,|V4|,|1|,|-43.184700735900|,|171.746818721000|,|[Pinch,Crack]|,|Start on the crack.|
|2372|,|Flock Hill|,|Slam Funk|,|V5|,|0|,|-43.183957551600|,|171.748538017000|,|[DH,2001,Runnel,Jugs,Jump]|,|Jump to jug and wrestle with runnel|
|2373|,|Flock Hill|,|Coefficient of lift|,|V5|,|2|,|-43.181945041100|,|171.748403907000|,|[DT,Pockets,Kneebar,Jugs,Higball]|,|Full value problem. Big move from first jug leads to an atmospheric topout|
|2374|,|Flock Hill|,|Phobia|,|V5|,|2|,|-43.182277530400|,|171.747993529000|,|[Highball,Runnel,Jugs]|,|Throw to horizontal crack from low pinches on the left, top out through runnel|
|2375|,|Flock Hill|,|Gradian|,|V4|,|3|,|-43.181508890600|,|171.748535335000|,|[Mantle,Slopers]|,|Start on the crack, throw to the lip and mantle|
|2376|,|Gorge Hill|,|Shadowboxer|,|V8|,|2|,|-43.200901861900|,|171.746858954000|,|[JM,ZO,2013]|,|Right side of One Trick Pony boulder. Crouch start on prow, a couple of tough RH moves to gain good sidepull, traverse left into the big scoop by punching at the hueco.|
|2377|,|Gorge Hill|,|Book of Giants|,|V7|,|0|,|-43.200884264900|,|171.746872365000|,|[JM,2013,Mantle,Slopers]|,|Just left of Shadowboxer. Jump (probably midgets only) to slopers, and mantle for the sloper in the big hueco.|
|2378|,|Flock Hill|,|Jaba|,|V4|,|1|,|-43.185631659400|,|171.745767295000|,|[AS,2013,Traverse,Runnel,Jugs]|,|Start matched in the crack on the right, traverse left on jugs and top out through the runnel|
|2379|,|Gorge Hill|,|Hit the switch|,|V5|,|2|,|-43.200622265200|,|171.745488346000|,|[ZO,2011,Arete]|,|Cool compression moves up a nifty arete|
|2380|,|Gorge Hill|,|Hit the switch ss|,|V6|,|2|,|-43.200614444300|,|171.745487005000|,|[ZO,JM,2013,Slopers,Sitstart]|,|Sit the Switch? Adds some sweet slappy moves to an already sweet climb.|
|2381|,|Gorge Hill|,|80 grit|,|V5|,|0|,|-43.200542100800|,|171.745461524000|,|[ZO,JM,TM,2013,Pinch]|,|Crux is getting off the ground|
|2382|,|Quantum Field|,|Big Yellow Scoop|,|V2|,|0|,|-43.229879100000|,|171.715093600000|,|[Steep,Jugs]|,|climb up the underclings in the big yellow scoop|
|2383|,|Flock Hill|,|Sloper Collaboration|,|V8|,|2|,|-43.183893011400|,|171.748277843000|,|[DT,2013,Compression,Prow,Slopers]|,|Start on the high left edge and jump right to slope to start. Then compress, slap or dyno your way to the glory jug.|
|2384|,|Flock Hill|,|Rail of Delight|,|V4|,|1|,|-43.183771800000|,|171.747615300000|,|[unknown,unknown,Traverse,Sitstart,Smears,Rail]|,|Sit-start far right on big jug, shouldery move to start of rail, travese along on good holds & small feet to arete on far left.|
|2385|,|Flock Hill|,|Cosmos|,|V5|,|2|,|-43.184126427700|,|171.749156275000|,|[Crimpers]|,|Small crimps, stand up in dish, left hand crimp to jug|
|2386|,|Flock Hill|,|Iguana|,|V4|,|1|,|-43.186238606400|,|171.748147764000|,|[DT,Mantle]|,|Slopers and crimps to mantle, right of Komodo|
|2387|,|Quantum Field|,|Strange Traverse|,|V5|,|0|,|-43.228466000000|,|171.713486100000|,||,|Right hand pinch, left hand pocket to start then traverse leftwards on shallow pockets|
|2389|,|Flock Hill|,|Ahab|,|V4|,|1|,|-43.183973900800|,|171.748379045000|,||,|Use edges to gain pockets above. Downslope from Moby Dick|
|2390|,|Flock Hill|,|Pequod|,|V5|,|0|,|-43.183951092700|,|171.748366648000|,||,|Climb awkward runnel from standing|
|2391|,|Flock Hill|,|The Vexilographer|,|V7|,|1|,|-43.185270500000|,|171.748049900000|,|[IV,Slopers,Runnel]|,|Pull on with the left hand side-pull & right hand in the good pocket. Throw into the runnel and battle up the slopey topout|
|2392|,|Flock Hill|,|Mollusc|,|V4|,|2|,|-43.182242325731|,|171.748202741150|,|[ZO,JM,2013,Slab]|,|Just tricky enough to make you think.|
|2393|,|Flock Hill|,|Kris|,|V6|,|2|,|-43.185829185400|,|171.745461524000|,|[DT,2008,Dyno,Sitstart]|,|Sit start to big slopey edge and then launch out left.|
|2394|,|Flock Hill|,|Kross|,|V5|,|1|,|-43.185829185400|,|171.745461524000|,|[DT,2008,Crimpers,Sitstart,Friendly]|,|Sit start then climb up the tiny crimps out right.|
|2395|,|Wuthering Heights|,|The God Crimp.|,|V13|,|3|,|-43.219343710900|,|171.715404494000|,|[Project,Dyno,Crimpers]|,|Rad face with a slightly chaotic landing, but it turns out a few pads makes it ok. Climb in from the right and get your hand on the god crimp then do huge dyno where most of the momentum must come from the crimp.|
|2396|,|Flock Hill|,|Blank Compression|,|V?|,|1|,|-43.183650300000|,|171.747959200000|,|[Project,Compression,Slopers,Techo]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2397|,|Flock Hill|,|Compression Rig|,|V1?|,|2|,|-43.183858300000|,|171.747016100000|,|[Project,Compression,Prow,Slopers,Steep]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2398|,|Flock Hill|,|Tramping|,|V5|,|3|,|-43.186663811500|,|171.748457313000|,|[MW,2001,Highball]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2399|,|Flock Hill|,|Interstellar Overthere|,|V3|,|1|,|-43.187834400000|,|171.747820500000|,|[unknown,unknown,Crimpers,Smears,Friendly]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2400|,|Flock Hill|,|Book Nook|,|V5|,|0|,|-43.182782128300|,|171.747038662000|,|[Project]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2401|,|Flock Hill|,|Desperado|,|V8|,|1|,|-43.184505895400|,|171.749187112000|,|[DT,2002,Arete,Bulge]|,|Climb left arete or slab scoop to the bulge mantle made famous in Big Game|
|2402|,|Flock Hill|,|M#@&%*%f!@$#&^% Pterodactyl|,|V10|,|3|,|-43.187470223200|,|171.747923271000|,|[DT,2013,Dyno,Slopers,Jugs]|,|Start on the jug and rock over to bad slopers on vague arête. Then spring either hand to good pockets.|
|2403|,|Flock Hill|,|High Friction|,|V6|,|1|,|-43.183270569700|,|171.748043838000|,|[ZO,DT,2013,Compression,Slopers]|,|Access from the top down the gully. Super grippy.|
|2404|,|Flock Hill|,|Wrong Bet|,|V8|,|1|,|-43.188697616800|,|171.748494706000|,|[DT,2013,Compression,Slopers,Sitstart]|,|Low sit start of the little prow.|
|2405|,|Flock Hill|,|In the land of giants|,|V1?|,|2|,|-43.183794455100|,|171.748886570000|,|[Project,Morpho,Span,whereareyougomez]|,|Massive swing out right (6ft span?) and then some big moves.|
|2406|,|Flock Hill|,|Sloper Campus|,|V6|,|1|,|-43.187434908300|,|171.748100165000|,|[IV,2000,Slopers,Campus]|,|Sloper campus.|
|2407|,|Wuthering Heights|,|Pussy Wagon|,|V9|,|2|,|-43.220544539200|,|171.714192331000|,|[JM,2013,Unrepeated,Crimpers,Highball]|,|Ming down for the start, then do some excellent moves to a spicy top out. Some of the holds are a little brittle which is a shame.|
|2409|,|Flock Hill|,|Split Apple Dyno (ss)|,|V5|,|2|,|-43.188723600000|,|171.748312700000|,|[Dyno,Sitstart]|,|Nice sit start into classic.|
|2410|,|Flock Hill|,|Yellow Scoop|,|V1|,|1|,|-43.188376500000|,|171.748238300000|,|[Rockover]|,|Balance into the scoop and reach out right. Then try and rock around on to the slab.|
|2411|,|Flock Hill|,|Trapezius|,|V4|,|1|,|-43.188723500000|,|171.748442800000|,|[Mantle,Morpho,Span]|,|Start on the huge yellow jugs and move up and do large span out right. The release then mantle are hard.|
|2412|,|Flock Hill|,|Scary Arete|,|V2|,|2|,|-43.188367600000|,|171.747838000000|,|[Rockover,Higball]|,|Scary but easy to pad. The crux move is quite controlled.|
|2413|,|Flock Hill|,|What the Slab!|,|V4|,|1|,|-43.188135100000|,|171.748288500000|,|[Morpho,Slab]|,|Tricky slab.|
|2414|,|Flock Hill|,|Velociraptor (jump start)|,|V5|,|1|,|-43.187473907200|,|171.747803092000|,|[Campus,Jump]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2416|,|Flock Hill|,|King Cobra|,|V7|,|1|,|-43.184393208300|,|171.748552628000|,|[JM,2013,Highball,Crack]|,|Straight up the crack. Uses pinch on right arete at top. Basically trad climbing without a rack or rope|
|2417|,|Flock Hill|,|Vapor Lock|,|V10|,|1|,|-43.188166200000|,|171.748125000000|,|[JM,2013,Slopers,Heels,Friendly,Cold Conditions]|,|On the Vapor Trail boulder. Start on the obvious pinch, straight up to the thread via terrible slopers. Cold conditions are a must, probably V12 otherwise|
|2420|,|Wuthering Heights|,|Small Fry|,|V4|,|1|,|-43.221457500000|,|171.713867800000|,|[JP]|,|Start on your choice of underclings, plant feet and throw to sloper up right. Press out the top using high slopers|
|2422|,|Wuthering Heights|,|Archangel|,|V5|,|1|,|-43.222183600000|,|171.711243900000|,|[MW,Higball]|,|Starts in the small scoop with a hard move first off that leads to an easier but high top out.|
|2423|,|Wuthering Heights|,|Reverend Harmony|,|V5|,|2|,|-43.221457800000|,|171.713428600000|,|[BP,2001,Crimpers,Higball]|,|Climb up flawless face using edges and pockets exiting up the finish of Hatori Honzo. |
|2424|,|Wuthering Heights|,|Supergroove|,|V5|,|3|,|-43.219376122100|,|171.715454872000|,|[ZO,Smears,Groove,Higball]|,|Looks like there's no description for this boulder problem yet. Feel free to add one!|
|2425|,|Wuthering Heights|,|Ellie Driver|,|V5|,|2|,|-43.219254788900|,|171.716020962000|,|[DT,Smears,Blank]|,|Fun slabby moves into crazy, committing rock over. |
|2426|,|Flock Hill|,|No Name V3|,|V2|,|1|,|-43.184642200000|,|171.748344900000|,||,|Juggy rail to crimps, slap to slopers, gain the sloppy dish, finish by walking up the slab.  Really nice low grade climb.|
|2427|,|Flock Hill|,|Rugged like a Tin Shed|,|V7|,|1|,|-43.185146990532|,|171.746011685210|,|[JG,2013,Crimpers]|,|Start with left hand and heel on the horn and move up and right across small crimpers. Interesting top out.|
|2428|,|Flock Hill|,|Bomber like a Tin Shed|,|V9|,|1|,|-43.185218500000|,|171.746038900000|,|[JG,2013,Heels,one move]|,|sit start matched in low bucket. crush up to next bucket. other brushed bits left and right for futuristic beta!|
|2429|,|Flock Hill|,|Keep on going|,|V6|,|1|,|-43.185377900000|,|171.746040300000|,|[JG,DT,2013,Slopers,Traverse,Sitstart]|,|Start down right traverse crack then slopers and keep going to top out problem on end of boulder.|
|2430|,|Flock Hill|,|Smooth and Round|,|V4|,|0|,|-43.184145108309|,|171.748831719160|,|[FM,2013,Mantle,Slopers]|,|Start on slopers, kinda campus to sloper rail out right and mantle|
|2431|,|Flock Hill|,|Poppers|,|V6|,|1|,|-43.184161622576|,|171.748879998920|,|[DS,2013,Dyno]|,|Stand start on the two undercut pockets. Pop for sloping jug at the top. New crimp found for right hand, probably more like v5 now.|
|2435|,|Flock Hill|,|Power Horse|,|V6|,|1|,|-43.184631133385|,|171.748280791490|,|[DT,2013,Slopers,Jugs]|,|Jump to jug and then swing out right to other jug. The top out via cool sloper.|
|2436|,|Flock Hill|,|All along the Watchtower|,|V5|,|2|,|-43.187247700000|,|171.747821900000|,|[unknown,Traverse,Sitstart,Span,Jugs]|,|Start on jugs on left and move up and then down right to big swing move. Then balance up the slab.|
|2437|,|Flock Hill|,|Bumbling|,|V5|,|1|,|-43.186791200000|,|171.748698900000|,|[Slopers,Crimpers]|,|Small boulder east of 'Tramping' boulder. Sit start, use arete and crimps to mantle|
|2438|,|Flock Hill|,|Power Horse Sit|,|V1?|,|1|,|-43.184658500000|,|171.748270100000|,|[Project,Slopers,Steep,Sitstart,insunalways]|,|Bad bad slopers and compression.|
|2439|,|Flock Hill|,|The Big Show|,|V12|,|4|,|-43.184486740317|,|171.748296809090|,|[NkC,2016,Slopers,Crimpers,Highball,Span,Heels]|,|Start on crimp rail, span right to sloping ledge, then work your way up the compression holds.|
|2440|,|Flock Hill|,|Tui Latui|,|V9|,|1|,|-43.186212500000|,|171.746561200000|,|[Project,Crimpers,Sitstart,Higball]|,|Start right of prince tui teka. Small crimps with a big heel cam.|
